"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 17 18:37:00 GMT 2024","Sat Aug 17 18:37:00 GMT 2024","101","tests.scripts.disappearing","test_dissapearing_element","TestDismissedElement","","","Validate the additional element after click on the Add button",""
"passed","Sat Aug 17 18:36:58 GMT 2024","Sat Aug 17 18:36:59 GMT 2024","1377","tests.scripts.disappearing","test_dissapearing_element","TestDismissedElement","","","Dismissed Initial Page Validation",""
"passed","Sat Aug 17 18:37:02 GMT 2024","Sat Aug 17 18:37:03 GMT 2024","315","tests.scripts.upload","test_invalid_file_upload","TestFailUploadBySelect","","","No File Upload Error Validation",""
"passed","Sat Aug 17 18:37:01 GMT 2024","Sat Aug 17 18:37:02 GMT 2024","631","tests.scripts.login","test_invalid_login","TestFailedLogin","","","Unsuccessful Login with Invalid Password",""
"passed","Sat Aug 17 18:37:00 GMT 2024","Sat Aug 17 18:37:01 GMT 2024","730","tests.scripts.login","test_invalid_login","TestFailedLogin","","","Unsuccessful Login with Invalid Username",""
"passed","Sat Aug 17 18:37:01 GMT 2024","Sat Aug 17 18:37:01 GMT 2024","399","tests.scripts.login","test_invalid_login","TestFailedLogin","","","Unsuccessful Login with Empty Field",""
"passed","Sat Aug 17 18:37:00 GMT 2024","Sat Aug 17 18:37:01 GMT 2024","196","tests.scripts.login","test_valid_login","TestSuccessLogin","","","User password is masked by dot",""
"passed","Sat Aug 17 18:37:00 GMT 2024","Sat Aug 17 18:37:00 GMT 2024","679","tests.scripts.disappearing","test_dissapearing_element","TestDismissedElement","","","Validate multiple interactions element",""
"broken","Sat Aug 17 18:37:03 GMT 2024","Sat Aug 17 18:37:03 GMT 2024","0","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Images Test",""
"passed","Sat Aug 17 18:37:02 GMT 2024","Sat Aug 17 18:37:02 GMT 2024","609","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Uploader Page contains the correct components",""
"passed","Sat Aug 17 18:37:01 GMT 2024","Sat Aug 17 18:37:02 GMT 2024","770","tests.scripts.login","test_valid_login","TestSuccessLogin","","","Successful Login with Correct Credentials",""
"passed","Sat Aug 17 18:36:59 GMT 2024","Sat Aug 17 18:37:00 GMT 2024","287","tests.scripts.disappearing","test_dissapearing_element","TestDismissedElement","","","Validate the additional element after click on the Add button",""
"broken","Sat Aug 17 18:37:03 GMT 2024","Sat Aug 17 18:37:03 GMT 2024","0","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Documents Test",""
"broken","Sat Aug 17 18:37:03 GMT 2024","Sat Aug 17 18:37:03 GMT 2024","1","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Documents Test",""
"broken","Sat Aug 17 18:37:03 GMT 2024","Sat Aug 17 18:37:03 GMT 2024","0","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Data Test",""
"passed","Sat Aug 17 18:37:01 GMT 2024","Sat Aug 17 18:37:02 GMT 2024","202","tests.scripts.login","test_valid_login","TestSuccessLogin","","","Username input is not masked by dot",""
"passed","Sat Aug 17 18:37:00 GMT 2024","Sat Aug 17 18:37:01 GMT 2024","759","tests.scripts.login","test_invalid_login","TestFailedLogin","","","Unsuccessful Login with Invalid Credentials",""
"broken","Sat Aug 17 18:37:03 GMT 2024","Sat Aug 17 18:37:03 GMT 2024","1","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Images Test",""
"broken","Sat Aug 17 18:37:03 GMT 2024","Sat Aug 17 18:37:03 GMT 2024","1","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Data Test",""
"broken","Sat Aug 17 18:37:03 GMT 2024","Sat Aug 17 18:37:03 GMT 2024","1","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Video Test",""
"broken","Sat Aug 17 18:37:04 GMT 2024","Sat Aug 17 18:37:04 GMT 2024","1","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Video Test",""
"broken","Sat Aug 17 18:37:02 GMT 2024","Sat Aug 17 18:37:02 GMT 2024","1","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","Successful File Upload Validation",""
