"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 08 09:39:31 GMT 2024","Sun Sep 08 09:39:31 GMT 2024","484","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Data Test",""
"passed","Sun Sep 08 09:39:27 GMT 2024","Sun Sep 08 09:39:28 GMT 2024","533","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Images Test",""
"passed","Sun Sep 08 09:39:28 GMT 2024","Sun Sep 08 09:39:28 GMT 2024","336","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Data Test",""
"passed","Sun Sep 08 09:39:26 GMT 2024","Sun Sep 08 09:39:26 GMT 2024","186","tests.scripts.login","test_valid_login","TestSuccessLogin","","","Username input is not masked by dot",""
"passed","Sun Sep 08 09:39:27 GMT 2024","Sun Sep 08 09:39:27 GMT 2024","254","tests.scripts.upload","test_invalid_file_upload","TestFailUploadBySelect","","","No File Upload Error Validation",""
"passed","Sun Sep 08 09:39:23 GMT 2024","Sun Sep 08 09:39:24 GMT 2024","1111","tests.scripts.disappearing","test_dissapearing_element","TestDismissedElement","","","Dismissed Initial Page Validation",""
"passed","Sun Sep 08 09:39:35 GMT 2024","Sun Sep 08 09:39:36 GMT 2024","663","tests.scripts.disappearing","test_dissapearing_element","TestDismissedElement","","","Validate multiple interactions element",""
"passed","Sun Sep 08 09:39:26 GMT 2024","Sun Sep 08 09:39:27 GMT 2024","609","tests.scripts.login","test_invalid_login","TestFailedLogin","","","Unsuccessful Login with Invalid Credentials",""
"passed","Sun Sep 08 09:39:31 GMT 2024","Sun Sep 08 09:39:32 GMT 2024","289","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Video Test",""
"passed","Sun Sep 08 09:39:29 GMT 2024","Sun Sep 08 09:39:29 GMT 2024","375","tests.scripts.upload","test_successful_file_upload","TestSuccessUploadBySelect","","","File Upload Documents Test",""
